master_observation_id,season,master_variable,source_module,source_file,source_variable,source_observation_id,transformation,verification_status
MST-2022-0827,2022/23,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2022-323,Direct Match Count,Primary Regulatory Record
MST-2022-0828,2022/23,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2022-324,Direct Goal Sum,Primary Regulatory Record
MST-2022-0829,2022/23,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2022-325,Direct Goal Sum,Primary Regulatory Record
MST-2022-0830,2022/23,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2022-326,Direct Tournament Victory Record,Primary Regulatory Record
MST-2022-0831,2022/23,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2022-327,Direct Tournament Round Record,Primary Regulatory Record
MST-2022-0832,2022/23,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2022-328,Direct Match Count,Primary Regulatory Record
MST-2022-0833,2022/23,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2022-329,Direct Match Count,Primary Regulatory Record
MST-2022-0834,2022/23,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2022-330,Direct Match Count,Primary Regulatory Record
MST-2022-0835,2022/23,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2022-331,Direct Match Count,Primary Regulatory Record
MST-2022-0836,2022/23,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2022-332,Direct Goal Sum,Primary Regulatory Record
MST-2022-0837,2022/23,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2022-333,Direct Goal Sum,Primary Regulatory Record
MST-2022-0838,2022/23,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2022-334,Direct Tournament Victory Record,Primary Regulatory Record
MST-2022-0839,2022/23,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2022-335,Direct UEFA Participation Record,Primary Regulatory Record
MST-2022-0840,2022/23,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2022-336,Direct UEFA Round Record,Primary Regulatory Record
MST-2022-0841,2022/23,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2022-337,Direct Match Count,Primary Regulatory Record
MST-2022-0842,2022/23,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2022-338,Direct Match Count,Primary Regulatory Record
MST-2022-0843,2022/23,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2022-339,Direct Match Count,Primary Regulatory Record
MST-2022-0844,2022/23,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2022-340,Direct Match Count,Primary Regulatory Record
MST-2022-0845,2022/23,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2022-341,Direct Goal Sum,Primary Regulatory Record
MST-2022-0846,2022/23,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2022-342,Direct Goal Sum,Primary Regulatory Record
MST-2022-0847,2022/23,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2022-343,Direct Tournament Victory Record,Primary Regulatory Record
MST-2022-0848,2022/23,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2022-344,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2022-0849,2022/23,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2022-345,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2022-0850,2022/23,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2022-346,xg - xga,Derived from Third-Party Inputs
MST-2022-0851,2022/23,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2022-347,Understat/model-derived metric,Third-Party Analytics Model
MST-2022-0852,2022/23,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2022-348,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2022-0853,2022/23,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2022-349,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2022-0854,2022/23,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2022-350,Direct: total_scoring_att,Primary Regulatory Record
MST-2022-0855,2022/23,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2022-351,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2022-0856,2022/23,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2022-352,Direct: Calendar Shock,Primary Regulatory Record
MST-2023-0857,2023/24,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2024-FOOTBA-0153,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2023-0858,2023/24,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2024-FOOTBA-0153,None (Directly Reported in £m),Primary Audited
MST-2023-0859,2023/24,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2024-TOTAL_-0154,None (Directly Reported in £m),Primary Audited
MST-2023-0860,2023/24,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2024-BROADC-0155,None (Directly Reported in £m),Primary Audited
MST-2023-0861,2023/24,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2024-COMMER-0156,None (Directly Reported in £m),Primary Audited
MST-2023-0862,2023/24,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2024-MATCHD-0157,None (Directly Reported in £m),Primary Audited
MST-2023-0863,2023/24,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2024-STAFF_-0158,None (Directly Reported in £m),Primary Audited
MST-2023-0864,2023/24,operating_expenses,FINANCIAL,arsenal_financials.csv,operating_expenses,FIN-FY2024-OPERAT-0159,None (Directly Reported in £m),Primary Audited
MST-2023-0865,2023/24,player_amortisation,FINANCIAL,arsenal_financials.csv,player_amortisation,FIN-FY2024-PLAYER-0160,None (Directly Reported in £m),Primary Audited
MST-2023-0866,2023/24,player_impairment,FINANCIAL,arsenal_financials.csv,player_impairment,FIN-FY2024-PLAYER-0161,None (Directly Reported in £m),Primary Audited
MST-2023-0867,2023/24,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2024-DEPREC-0162,None (Directly Reported in £m),Primary Audited
MST-2023-0868,2023/24,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2024-OPERAT-0163,None (Directly Reported in £m),Primary Audited
MST-2023-0869,2023/24,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2024-NET_PR-0164,None (Directly Reported in £m),Primary Audited
MST-2023-0870,2023/24,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2024-CASH-0165,None (Directly Reported in £m),Primary Audited
MST-2023-0871,2023/24,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2024-GROSS_-0166,None (Directly Reported in £m),Primary Audited
MST-2023-0872,2023/24,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2024-NET_DE-0167,gross_debt - cash,Primary Audited
MST-2023-0873,2023/24,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2024-NET_FI-0168,None (Directly Reported in £m),Primary Audited
MST-2023-0874,2023/24,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2024-PROFIT-0169,None (Directly Reported in £m),Primary Audited
MST-2023-0875,2023/24,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2024-PLAYER-0170,None (Directly Reported in £m),Primary Audited
MST-2023-0876,2023/24,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2024-PLAYER-0171,None (Directly Reported in £m),Primary Audited
MST-2023-0877,2023/24,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2024-REVENU-0271,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2023-0878,2023/24,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2024-COMMER-0272,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2023-0879,2023/24,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2024-BROADC-0273,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2023-0880,2023/24,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2024-MATCHD-0274,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2023-0881,2023/24,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2024-WAGE_T-0275,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2023-0882,2023/24,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2024-OPERAT-0276,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2023-0883,2023/24,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2024-NET_MA-0277,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2023-0884,2023/24,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2024-NET_DE-0278,(net_debt / football_turnover) * 100,Derived Analytical
MST-2023-0885,2023/24,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2024-NET_FI-0279,(net_finance_costs / football_turnover) * 100,Derived Analytical
MST-2023-0886,2023/24,amortisation_to_revenue_pct,FINANCIAL,arsenal_financials.csv,amortisation_to_revenue_pct,DER-FY2024-AMORTI-0280,(player_amortisation / football_turnover) * 100,Derived Analytical
MST-2023-0887,2023/24,permanent_gross_transfer_spend,TRANSFER,arsenal_transfers.csv,permanent_gross_transfer_spend,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053,sum(fee_gbp) for permanent incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0888,2023/24,loan_fee_spend,TRANSFER,arsenal_transfers.csv,loan_fee_spend,TRX-202324-IN-054,sum(fee_gbp) for loan incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0889,2023/24,total_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_consideration,TRX-DER-2023-TOTAL_CONSID,permanent_gross_transfer_spend + loan_fee_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0890,2023/24,permanent_transfer_income,TRANSFER,arsenal_transfers.csv,permanent_transfer_income,TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061; TRX-202324-OUT-062,sum(fee_gbp) for permanent outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0891,2023/24,loan_income,TRANSFER,arsenal_transfers.csv,loan_income,TRX-202324-OUT-063,sum(fee_gbp) for loan outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0892,2023/24,total_transfer_income,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_income,TRX-DER-2023-TOTAL_INCOME,permanent_transfer_income + loan_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0893,2023/24,permanent_net_transfer_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_transfer_spend,TRX-DER-2023-PERM_NET,permanent_gross_transfer_spend - permanent_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0894,2023/24,total_net_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_transfer_consideration,TRX-DER-2023-TOTAL_NET,total_transfer_consideration - total_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0895,2023/24,primary_transfer_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_transfer_spend_to_revenue_pct,TRX-DER-2023-PRIM_SPEND_REV,(permanent_gross_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0896,2023/24,total_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_spend_to_revenue_pct,TRX-DER-2023-TOT_SPEND_REV,(total_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0897,2023/24,permanent_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_spend_to_revenue_pct,TRX-DER-2023-PERM_NET_REV,(permanent_net_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0898,2023/24,total_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_spend_to_revenue_pct,TRX-DER-2023-TOT_NET_REV,(total_net_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0899,2023/24,upper_bound_permanent_spend,TRANSFER,arsenal_transfers.csv,upper_bound_permanent_spend,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053,sum(fee_gbp + add_on_fee) for permanent incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0900,2023/24,upper_bound_total_consideration,TRANSFER,arsenal_transfers.csv,upper_bound_total_consideration,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053; TRX-202324-IN-054,sum(fee_gbp + add_on_fee) for all incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0901,2023/24,spend_add_on_differential,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_add_on_differential,TRX-DER-2023-SPEND_DIFF,upper_bound_permanent_spend - permanent_gross_transfer_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0902,2023/24,spend_sensitivity_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_sensitivity_pct,TRX-DER-2023-SPEND_SENS_PCT,(spend_add_on_differential / permanent_gross_transfer_spend) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0903,2023/24,transaction_count,TRANSFER,arsenal_transfers.csv,transaction_count,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053; TRX-202324-IN-054; TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061; TRX-202324-OUT-062; TRX-202324-OUT-063,count of all transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0904,2023/24,incoming_count,TRANSFER,arsenal_transfers.csv,incoming_count,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053; TRX-202324-IN-054,count of incoming transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0905,2023/24,outgoing_count,TRANSFER,arsenal_transfers.csv,outgoing_count,TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061; TRX-202324-OUT-062; TRX-202324-OUT-063,count of outgoing transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0906,2023/24,permanent_count,TRANSFER,arsenal_transfers.csv,permanent_count,TRX-202324-IN-051; TRX-202324-IN-052; TRX-202324-IN-053; TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061; TRX-202324-OUT-062,count of permanent transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0907,2023/24,loan_count,TRANSFER,arsenal_transfers.csv,loan_count,TRX-202324-IN-054; TRX-202324-OUT-063,count of temporary loan arrangements in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0908,2023/24,exact_fee_count,TRANSFER,arsenal_transfers.csv,exact_fee_count,TRX-202324-IN-052,count where fee_value_status == 'EXACT',Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0909,2023/24,estimated_fee_count,TRANSFER,arsenal_transfers.csv,estimated_fee_count,TRX-202324-IN-051; TRX-202324-IN-053; TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061,"count where fee_value_status in {'ESTIMATED', 'BASE_PLUS_ADDONS'}",Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0910,2023/24,undisclosed_fee_count,TRANSFER,arsenal_transfers.csv,undisclosed_fee_count,TRX-202324-IN-051; TRX-202324-IN-053; TRX-202324-IN-054; TRX-202324-OUT-056; TRX-202324-OUT-057; TRX-202324-OUT-058; TRX-202324-OUT-059; TRX-202324-OUT-060; TRX-202324-OUT-061; TRX-202324-OUT-063,count where fee_disclosure_status == 'UNDISCLOSED',Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0911,2023/24,zero_free_count,TRANSFER,arsenal_transfers.csv,zero_free_count,TRX-202324-OUT-062,count where fee_value_status == 'ZERO',Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0912,2023/24,loan_fee_count,TRANSFER,arsenal_transfers.csv,loan_fee_count,TRX-202324-IN-054; TRX-202324-OUT-063,count where fee_value_status == 'LOAN_FEE',Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0913,2023/24,transaction_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,transaction_coverage_pct,TRX-DER-2023-TRX_COV_PCT,(verified_transactions / identified_total) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0914,2023/24,numerical_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,numerical_fee_coverage_pct,TRX-DER-2023-NUM_COV_PCT,(numerical_fees / non_free_transactions) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0915,2023/24,exact_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_coverage_pct,TRX-DER-2023-EXACT_COV_PCT,(exact_fee_count / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0916,2023/24,primary_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_fee_coverage_pct,TRX-DER-2023-PRIM_COV_PCT,((exact_fee_count + zero_free_count) / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0917,2023/24,estimated_value_share_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,estimated_value_share_pct,TRX-DER-2023-EST_VAL_SHARE,(estimated_consideration / total_season_consideration) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0918,2023/24,classification,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,classification,TRX-DER-2023-CLASS,Structural classification: all 10 seasons verified as CORE,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0919,2023/24,notes,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,notes,TRX-DER-2023-NOTES,Structured seasonal transfer audit summary string,Reconciled Transaction Ledger & Primary Disclosures
MST-2023-0920,2023/24,league_position,SPORTING,arsenal_sporting.csv,league_position,SPT-PROV-2023-353,Direct Ranking from Official Table,Primary Regulatory Record
MST-2023-0921,2023/24,points,SPORTING,arsenal_sporting.csv,points,SPT-PROV-2023-354,None (Directly Reported),Primary Regulatory Record
MST-2023-0922,2023/24,matches_played,SPORTING,arsenal_sporting.csv,matches_played,SPT-PROV-2023-355,None (Directly Reported),Primary Regulatory Record
MST-2023-0923,2023/24,wins,SPORTING,arsenal_sporting.csv,wins,SPT-PROV-2023-356,None (Directly Reported),Primary Regulatory Record
MST-2023-0924,2023/24,draws,SPORTING,arsenal_sporting.csv,draws,SPT-PROV-2023-357,None (Directly Reported),Primary Regulatory Record
MST-2023-0925,2023/24,losses,SPORTING,arsenal_sporting.csv,losses,SPT-PROV-2023-358,None (Directly Reported),Primary Regulatory Record
MST-2023-0926,2023/24,goals_for,SPORTING,arsenal_sporting.csv,goals_for,SPT-PROV-2023-359,None (Directly Reported),Primary Regulatory Record
MST-2023-0927,2023/24,goals_against,SPORTING,arsenal_sporting.csv,goals_against,SPT-PROV-2023-360,None (Directly Reported),Primary Regulatory Record
MST-2023-0928,2023/24,goal_difference,SPORTING,arsenal_sporting.csv,goal_difference,SPT-PROV-2023-361,goals_for - goals_against,Derived from Primary Inputs
MST-2023-0929,2023/24,ppg,SPORTING,arsenal_sporting.csv,ppg,SPT-PROV-2023-362,points / matches_played,Derived from Primary Inputs
MST-2023-0930,2023/24,fa_cup_stage,SPORTING,arsenal_sporting.csv,fa_cup_stage,SPT-PROV-2023-363,Direct Tournament Round Record,Primary Regulatory Record
MST-2023-0931,2023/24,fa_cup_matches,SPORTING,arsenal_sporting.csv,fa_cup_matches,SPT-PROV-2023-364,Direct Match Count,Primary Regulatory Record
MST-2023-0932,2023/24,fa_cup_wins,SPORTING,arsenal_sporting.csv,fa_cup_wins,SPT-PROV-2023-365,Direct Match Count,Primary Regulatory Record
MST-2023-0933,2023/24,fa_cup_draws,SPORTING,arsenal_sporting.csv,fa_cup_draws,SPT-PROV-2023-366,Direct Match Count,Primary Regulatory Record
MST-2023-0934,2023/24,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2023-367,Direct Match Count,Primary Regulatory Record
MST-2023-0935,2023/24,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2023-368,Direct Goal Sum,Primary Regulatory Record
MST-2023-0936,2023/24,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2023-369,Direct Goal Sum,Primary Regulatory Record
MST-2023-0937,2023/24,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2023-370,Direct Tournament Victory Record,Primary Regulatory Record
MST-2023-0938,2023/24,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2023-371,Direct Tournament Round Record,Primary Regulatory Record
MST-2023-0939,2023/24,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2023-372,Direct Match Count,Primary Regulatory Record
MST-2023-0940,2023/24,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2023-373,Direct Match Count,Primary Regulatory Record
MST-2023-0941,2023/24,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2023-374,Direct Match Count,Primary Regulatory Record
MST-2023-0942,2023/24,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2023-375,Direct Match Count,Primary Regulatory Record
MST-2023-0943,2023/24,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2023-376,Direct Goal Sum,Primary Regulatory Record
MST-2023-0944,2023/24,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2023-377,Direct Goal Sum,Primary Regulatory Record
MST-2023-0945,2023/24,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2023-378,Direct Tournament Victory Record,Primary Regulatory Record
MST-2023-0946,2023/24,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2023-379,Direct UEFA Participation Record,Primary Regulatory Record
MST-2023-0947,2023/24,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2023-380,Direct UEFA Round Record,Primary Regulatory Record
MST-2023-0948,2023/24,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2023-381,Direct Match Count,Primary Regulatory Record
MST-2023-0949,2023/24,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2023-382,Direct Match Count,Primary Regulatory Record
MST-2023-0950,2023/24,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2023-383,Direct Match Count,Primary Regulatory Record
MST-2023-0951,2023/24,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2023-384,Direct Match Count,Primary Regulatory Record
MST-2023-0952,2023/24,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2023-385,Direct Goal Sum,Primary Regulatory Record
MST-2023-0953,2023/24,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2023-386,Direct Goal Sum,Primary Regulatory Record
MST-2023-0954,2023/24,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2023-387,Direct Tournament Victory Record,Primary Regulatory Record
MST-2023-0955,2023/24,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2023-388,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2023-0956,2023/24,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2023-389,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2023-0957,2023/24,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2023-390,xg - xga,Derived from Third-Party Inputs
MST-2023-0958,2023/24,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2023-391,Understat/model-derived metric,Third-Party Analytics Model
MST-2023-0959,2023/24,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2023-392,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2023-0960,2023/24,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2023-393,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2023-0961,2023/24,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2023-394,Direct: total_scoring_att,Primary Regulatory Record
MST-2023-0962,2023/24,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2023-395,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2023-0963,2023/24,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2023-396,Direct: Calendar Shock,Primary Regulatory Record
MST-2024-0964,2024/25,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2025-FOOTBA-0172,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2024-0965,2024/25,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2025-FOOTBA-0172,None (Directly Reported in £m),Primary Audited
MST-2024-0966,2024/25,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2025-TOTAL_-0173,None (Directly Reported in £m),Primary Audited
MST-2024-0967,2024/25,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2025-BROADC-0174,None (Directly Reported in £m),Primary Audited
MST-2024-0968,2024/25,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2025-COMMER-0175,None (Directly Reported in £m),Primary Audited
MST-2024-0969,2024/25,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2025-MATCHD-0176,None (Directly Reported in £m),Primary Audited
MST-2024-0970,2024/25,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2025-STAFF_-0177,None (Directly Reported in £m),Primary Audited
