observation_id,season,financial_year,variable,final_value,raw_value,unit,source_entity,document_title,document_date,page,table_or_note,source_url,transformation,definition,comparability_status,verification_status,notes
FIN-FY2024-PLAYER-0160,2023/24,FY2024,player_amortisation,176.20,176.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-PLAYER-0161,2023/24,FY2024,player_impairment,0.00,0.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-DEPREC-0162,2023/24,FY2024,depreciation,16.00,16.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 26, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-OPERAT-0163,2023/24,FY2024,operating_profit_loss,-49.00,-49.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-NET_PR-0164,2023/24,FY2024,net_profit_loss,-28.20,-28.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-CASH-0165,2023/24,FY2024,cash,35.20,35.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,p. 19,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-GROSS_-0166,2023/24,FY2024,gross_debt,315.00,315.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 30, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-NET_DE-0167,2023/24,FY2024,net_debt,279.80,279.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 19 & p. 30, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-NET_FI-0168,2023/24,FY2024,net_finance_costs,16.00,16.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-PROFIT-0169,2023/24,FY2024,profit_on_player_disposals,36.80,36.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-PLAYER-0170,2023/24,FY2024,player_registration_additions,222.00,222.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-PLAYER-0171,2023/24,FY2024,player_registration_nbv,289.40,289.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-FOOTBA-0172,2024/25,FY2025,football_turnover,691.00,691.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,High,Primary Audited,Property turnover is zero.
FIN-FY2025-TOTAL_-0173,2024/25,FY2025,total_turnover,691.00,691.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,High,Primary Audited,Property turnover is zero.
FIN-FY2025-BROADC-0174,2024/25,FY2025,broadcast_revenue,278.20,278.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-COMMER-0175,2024/25,FY2025,commercial_revenue,268.00,268.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-MATCHD-0176,2024/25,FY2025,matchday_revenue,153.80,153.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-STAFF_-0177,2024/25,FY2025,staff_costs,347.00,347.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 22, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-OPERAT-0178,2024/25,FY2025,operating_expenses,95.00,95.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 21, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-PLAYER-0179,2024/25,FY2025,player_amortisation,187.00,187.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-PLAYER-0180,2024/25,FY2025,player_impairment,0.00,0.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-DEPREC-0181,2024/25,FY2025,depreciation,16.50,16.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 26, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-OPERAT-0182,2024/25,FY2025,operating_profit_loss,-65.00,-65.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-NET_PR-0183,2024/25,FY2025,net_profit_loss,-1.00,-1.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-CASH-0184,2024/25,FY2025,cash,48.00,48.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,p. 19,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-GROSS_-0185,2024/25,FY2025,gross_debt,331.00,331.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 30, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-NET_DE-0186,2024/25,FY2025,net_debt,283.00,283.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 19 & p. 30, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-NET_FI-0187,2024/25,FY2025,net_finance_costs,14.00,14.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-PROFIT-0188,2024/25,FY2025,profit_on_player_disposals,78.00,78.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-PLAYER-0189,2024/25,FY2025,player_registration_additions,135.00,135.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2025-PLAYER-0190,2024/25,FY2025,player_registration_nbv,237.40,237.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,High,Primary Audited,Audited primary statutory figure.
DER-FY2016-REVENU-0191,2015/16,FY2016,revenue_growth_pct,6.47,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2016-COMMER-0192,2015/16,FY2016,commercial_share_pct,31.31,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2016-BROADC-0193,2015/16,FY2016,broadcast_share_pct,40.19,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2016-MATCHD-0194,2015/16,FY2016,matchday_share_pct,28.50,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2016-WAGE_T-0195,2015/16,FY2016,wage_to_revenue_pct,55.73,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2016-OPERAT-0196,2015/16,FY2016,operating_margin_pct,4.71,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2016-NET_MA-0197,2015/16,FY2016,net_margin_pct,0.47,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2016-NET_DE-0198,2015/16,FY2016,net_debt_to_revenue_pct,1.85,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2016-NET_FI-0199,2015/16,FY2016,net_finance_cost_to_revenue_pct,3.54,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2016-AMORTI-0200,2015/16,FY2016,amortisation_to_revenue_pct,16.89,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2016,2017-01-17,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE2Njc3MDIwNGFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2017-REVENU-0201,2016/17,FY2017,revenue_growth_pct,20.59,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2017-COMMER-0202,2016/17,FY2017,commercial_share_pct,33.35,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2017-BROADC-0203,2016/17,FY2017,broadcast_share_pct,42.55,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2017-MATCHD-0204,2016/17,FY2017,matchday_share_pct,24.10,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2017-WAGE_T-0205,2016/17,FY2017,wage_to_revenue_pct,47.16,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2017-OPERAT-0206,2016/17,FY2017,operating_margin_pct,10.26,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2017-NET_MA-0207,2016/17,FY2017,net_margin_pct,8.35,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2017-NET_DE-0208,2016/17,FY2017,net_debt_to_revenue_pct,-1.04,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2017-NET_FI-0209,2016/17,FY2017,net_finance_cost_to_revenue_pct,3.15,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2017-AMORTI-0210,2016/17,FY2017,amortisation_to_revenue_pct,18.24,Calculated from primary inputs,Percentage (%),Arsenal Holdings PLC,Group of companies' accounts made up to 31 May 2017,2017-12-04,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzE5MTg1NjI2OWFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,Qualified (COVID Timing),Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
